,Solar radiation simulation,,,,,,,,,,,,,
,Horizontal surface test 1 m2,,,,,,,,,,,,,
,"Historical,  µ=-0.72, σ=3.59",,,MBE %,MBE,,,"Ineichen 4, µ=-1.10, σ=5.24",,,MBE %,MBE,,
,,,,0.00%,-0.72,,,,,,-2.27%,1.1,,
,GHI,GHI,GHI,RMSE %,RMSE,MAE %,MAE,GHI,GHI,GHI,RMSE %,RMSE,MAE %,MAE
,Simulated,Simulated,Observed,2.20%,3.66005,0.57%,1.37,Simulated,Simulated,Observed,12.80%,5.35,3.38%,3.02
Date and time,kWh/m2 historical,Wh/m2 historical,Wh/m2 historical,ERROR % historical,ERROR historical,|ERROR| % historical,|ERROR| historical,kWh/m2 ineichen 4,Wh/m2 ineichen 4,Wh/m2 Ineichen 4,ERROR % ineichen 4,ERROR Inehchen 4,|ERROR| % Ineichen 4,|ERROR| Ineichen 4
10.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 08:00,0.003,3,3,0.00%,0,0.00%,0,0.020954,20.954,11.914088,-75.88%,-9.04,75.90%,9.04
11.01.19 09:00,0.040989,40.989,41,-0.03%,-0.01,0.03%,0.01,0.109125,109.125,106.806515,-2.17%,-2.32,2.20%,2.32
11.01.19 10:00,0.078011,78.011,78,0.01%,0.01,0.01%,0.01,0.191312,191.312,199.173975,3.95%,7.86,3.90%,7.86
11.01.19 11:00,0.100987,100.987,101,-0.01%,-0.01,0.01%,0.01,0.252226,252.226,258.713628,2.51%,6.49,2.50%,6.49
11.01.19 12:00,0.119,119,119,0.00%,0,0.00%,0,0.276952,276.952,289.350615,4.28%,12.4,4.30%,12.4
11.01.19 13:00,0.103002,103.002,103,0.00%,0,0.00%,0,0.263629,263.629,268.867354,1.95%,5.24,1.90%,5.24
11.01.19 14:00,0.074991,74.991,75,-0.01%,-0.01,0.01%,0.01,0.199845,199.845,208.918805,4.34%,9.07,4.30%,9.07
11.01.19 15:00,0.043003,43.003,43,0.01%,0,0.01%,0,0.116938,116.938,115.545654,-1.21%,-1.39,1.20%,1.39
11.01.19 16:00,0.003,3,3,0.00%,0,0.00%,0,0.02723,27.23,17.219891,-58.13%,-10.01,58.10%,10.01
11.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 08:00,0.012,12,12,0.00%,0,0.00%,0,0.020945,20.945,11.914088,-75.80%,-9.03,75.80%,9.03
12.01.19 09:00,0.141255,141.255,138,2.36%,3.26,2.36%,3.26,0.109711,109.711,106.806515,-2.72%,-2.9,2.70%,2.9
12.01.19 10:00,0.242726,242.726,255,-4.81%,-12.27,4.81%,12.27,0.191653,191.653,199.173975,3.78%,7.52,3.80%,7.52
12.01.19 11:00,0.319403,319.403,333,-4.08%,-13.6,4.08%,13.6,0.256891,256.891,268.867354,4.45%,11.98,4.50%,11.98
12.01.19 12:00,0.344186,344.186,361,-4.66%,-16.81,4.66%,16.81,0.277688,277.688,289.350615,4.03%,11.66,4.00%,11.66
12.01.19 13:00,0.328508,328.508,335,-1.94%,-6.49,1.94%,6.49,0.264505,264.505,268.867354,1.62%,4.36,1.60%,4.36
12.01.19 14:00,0.258892,258.892,272,-4.82%,-13.11,4.82%,13.11,0.200632,200.632,208.918805,3.97%,8.29,4.00%,8.29
12.01.19 15:00,0.163745,163.745,161,1.70%,2.75,1.70%,2.75,0.117843,117.843,115.545654,-1.99%,-2.3,2.00%,2.3
12.01.19 16:00,0.018999,18.999,19,-0.01%,0,0.01%,0,0.027225,27.225,17.219891,-58.10%,-10.01,58.10%,10.01
12.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 08:00,0.013,13,13,0.00%,0,0.00%,0,0.020933,20.933,11.914088,-75.70%,-9.02,75.70%,9.02
13.01.19 09:00,0.145703,145.703,144,1.18%,1.7,1.18%,1.7,0.110044,110.044,106.806515,-3.03%,-3.24,3.00%,3.24
13.01.19 10:00,0.243694,243.694,257,-5.18%,-13.31,5.18%,13.31,0.191971,191.971,199.173975,3.62%,7.2,3.60%,7.2
13.01.19 11:00,0.323636,323.636,339,-4.53%,-15.36,4.53%,15.36,0.257438,257.438,268.867354,4.25%,11.43,4.30%,11.43
13.01.19 12:00,0.348895,348.895,366,-4.67%,-17.11,4.67%,17.11,0.278849,278.849,289.350615,3.63%,10.5,3.60%,10.5
13.01.19 13:00,0.328349,328.349,337,-2.57%,-8.65,2.57%,8.65,0.270055,270.055,279.080384,3.23%,9.03,3.20%,9.03
13.01.19 14:00,0.253342,253.342,267,-5.12%,-13.66,5.12%,13.66,0.201419,201.419,208.918805,3.59%,7.5,3.60%,7.5
13.01.19 15:00,0.159464,159.464,157,1.57%,2.46,1.57%,2.46,0.123728,123.728,124.413387,0.55%,0.69,0.60%,0.69
13.01.19 16:00,0.018001,18.001,18,0.01%,0,0.01%,0,0.034266,34.266,23.051399,-48.65%,-11.21,48.70%,11.21
13.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 08:00,0.005001,5.001,5,0.02%,0,0.02%,0,0.020938,20.938,11.914088,-75.74%,-9.02,75.70%,9.02
14.01.19 09:00,0.1066,106.6,105,1.52%,1.6,1.52%,1.6,0.110248,110.248,106.806515,-3.22%,-3.44,3.20%,3.44
14.01.19 10:00,0.185366,185.366,192,-3.46%,-6.63,3.46%,6.63,0.197571,197.571,208.918805,5.43%,11.35,5.40%,11.35
14.01.19 11:00,0.255429,255.429,264,-3.25%,-8.57,3.25%,8.57,0.258263,258.263,268.867354,3.94%,10.6,3.90%,10.6
14.01.19 12:00,0.26907,269.07,278,-3.21%,-8.93,3.21%,8.93,0.284989,284.989,299.676069,4.90%,14.69,4.90%,14.69
14.01.19 13:00,0.246715,246.715,251,-1.71%,-4.29,1.71%,4.29,0.270559,270.559,279.080384,3.05%,8.52,3.10%,8.52
14.01.19 14:00,0.181172,181.172,187,-3.12%,-5.83,3.12%,5.83,0.206785,206.785,218.739042,5.46%,11.95,5.50%,11.95
14.01.19 15:00,0.094558,94.558,94,0.59%,0.56,0.59%,0.56,0.124764,124.764,124.413387,-0.28%,-0.35,0.30%,0.35
14.01.19 16:00,0.003999,3.999,4,-0.02%,0,0.02%,0,0.034312,34.312,23.051399,-48.85%,-11.26,48.80%,11.26
14.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 08:00,0.005,5,5,0.00%,0,0.00%,0,0.020908,20.908,11.914088,-75.49%,-8.99,75.50%,8.99
15.01.19 09:00,0.056001,56.001,56,0.00%,0,0.00%,0,0.115474,115.474,115.545654,0.06%,0.07,0.10%,0.07
15.01.19 10:00,0.139521,139.521,142,-1.75%,-2.48,1.75%,2.48,0.197919,197.919,208.918805,5.27%,11,5.30%,11
15.01.19 11:00,0.212201,212.201,217,-2.21%,-4.8,2.21%,4.8,0.259082,259.082,268.867354,3.64%,9.79,3.60%,9.79
15.01.19 12:00,0.281115,281.115,291,-3.40%,-9.88,3.40%,9.88,0.286127,286.127,299.676069,4.52%,13.55,4.50%,13.55
15.01.19 13:00,0.285549,285.549,293,-2.54%,-7.45,2.54%,7.45,0.271282,271.282,279.080384,2.79%,7.8,2.80%,7.8
15.01.19 14:00,0.313802,313.802,303,3.57%,10.8,3.57%,10.8,0.226135,226.135,218.739042,-3.38%,-7.4,3.40%,7.4
15.01.19 15:00,0.183266,183.266,182,0.70%,1.27,0.70%,1.27,0.125773,125.773,124.413387,-1.09%,-1.36,1.10%,1.36
15.01.19 16:00,0.030999,30.999,31,0.00%,0,0.00%,0,0.03432,34.32,23.051399,-48.88%,-11.27,48.90%,11.27
15.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
15.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 08:00,0.003,3,3,0.00%,0,0.00%,0,0.020893,20.893,11.914088,-75.36%,-8.98,75.40%,8.98
16.01.19 09:00,0.026,26,26,0.00%,0,0.00%,0,0.115849,115.849,115.545654,-0.26%,-0.3,0.30%,0.3
16.01.19 10:00,0.048004,48.004,48,0.01%,0,0.01%,0,0.198704,198.704,208.918805,4.89%,10.21,4.90%,10.21
16.01.19 11:00,0.064998,64.998,65,0.00%,0,0.00%,0,0.264702,264.702,279.080384,5.15%,14.38,5.20%,14.38
16.01.19 12:00,0.075992,75.992,76,-0.01%,-0.01,0.01%,0.01,0.287371,287.371,299.676069,4.11%,12.31,4.10%,12.31
16.01.19 13:00,0.072991,72.991,73,-0.01%,-0.01,0.01%,0.01,0.272248,272.248,279.080384,2.45%,6.83,2.40%,6.83
16.01.19 14:00,0.054993,54.993,55,-0.01%,-0.01,0.01%,0.01,0.226775,226.775,218.739042,-3.67%,-8.04,3.70%,8.04
16.01.19 15:00,0.034,34,34,0.00%,0,0.00%,0,0.131695,131.695,133.401711,1.28%,1.71,1.30%,1.71
16.01.19 16:00,0.005001,5.001,5,0.02%,0,0.02%,0,0.041264,41.264,29.32005,-40.74%,-11.94,40.70%,11.94
16.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
16.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 08:00,0.003,3,3,0.00%,0,0.00%,0,0.027192,27.192,17.219891,-57.91%,-9.97,57.90%,9.97
17.01.19 09:00,0.074701,74.701,74,0.95%,0.7,0.95%,0.7,0.116676,116.676,115.545654,-0.98%,-1.13,1.00%,1.13
17.01.19 10:00,0.126769,126.769,128,-0.96%,-1.23,0.96%,1.23,0.199158,199.158,208.918805,4.67%,9.76,4.70%,9.76
17.01.19 11:00,0.210964,210.964,214,-1.42%,-3.04,1.42%,3.04,0.265599,265.599,279.080384,4.83%,13.48,4.80%,13.48
17.01.19 12:00,0.227422,227.422,232,-1.97%,-4.58,1.97%,4.58,0.292739,292.739,310.054886,5.58%,17.32,5.60%,17.32
17.01.19 13:00,0.316326,316.326,327,-3.26%,-10.67,3.26%,10.67,0.276965,276.965,289.350615,4.28%,12.39,4.30%,12.39
17.01.19 14:00,0.258202,258.202,251,2.87%,7.2,2.87%,7.2,0.231728,231.728,228.6315,-1.35%,-3.1,1.40%,3.1
17.01.19 15:00,0.177093,177.093,176,0.62%,1.09,0.62%,1.09,0.132766,132.766,133.401711,0.48%,0.64,0.50%,0.64
17.01.19 16:00,0.016999,16.999,17,-0.01%,0,0.01%,0,0.041342,41.342,29.32005,-41.00%,-12.02,41.00%,12.02
17.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
17.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 08:00,0.003,3,3,0.00%,0,0.00%,0,0.027167,27.167,17.219891,-57.77%,-9.95,57.80%,9.95
18.01.19 09:00,0.049999,49.999,50,0.00%,0,0.00%,0,0.116967,116.967,115.545654,-1.23%,-1.42,1.20%,1.42
18.01.19 10:00,0.08899,88.99,89,-0.01%,-0.01,0.01%,0.01,0.204382,204.382,218.739042,6.56%,14.36,6.60%,14.36
18.01.19 11:00,0.111003,111.003,111,0.00%,0,0.00%,0,0.266657,266.657,279.080384,4.45%,12.42,4.50%,12.42
18.01.19 12:00,0.122996,122.996,123,0.00%,0,0.00%,0,0.2942,294.2,310.054886,5.11%,15.85,5.10%,15.85
18.01.19 13:00,0.11599,115.99,116,-0.01%,-0.01,0.01%,0.01,0.277812,277.812,289.350615,3.99%,11.54,4.00%,11.54
18.01.19 14:00,0.087996,87.996,88,0.00%,0,0.00%,0,0.232332,232.332,228.6315,-1.62%,-3.7,1.60%,3.7
18.01.19 15:00,0.052998,52.998,53,0.00%,0,0.00%,0,0.134528,134.528,133.401711,-0.84%,-1.13,0.80%,1.13
18.01.19 16:00,0.004999,4.999,5,-0.02%,0,0.02%,0,0.048007,48.007,35.960953,-33.50%,-12.05,33.50%,12.05
18.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
18.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 08:00,0.003,3,3,0.00%,0,0.00%,0,0.025242,25.242,17.219891,-46.59%,-8.02,46.60%,8.02
19.01.19 09:00,0.026998,26.998,27,-0.01%,0,0.01%,0,0.11801,118.01,115.545654,-2.13%,-2.46,2.10%,2.46
19.01.19 10:00,0.046,46,46,0.00%,0,0.00%,0,0.205167,205.167,218.739042,6.20%,13.57,6.20%,13.57
19.01.19 11:00,0.056003,56.003,56,0.01%,0,0.01%,0,0.288718,288.718,289.350615,0.22%,0.63,0.20%,0.63
19.01.19 12:00,0.061989,61.989,62,-0.02%,-0.01,0.02%,0.01,0.295886,295.886,310.054886,4.57%,14.17,4.60%,14.17
19.01.19 13:00,0.05901,59.01,59,0.02%,0.01,0.02%,0.01,0.284139,284.139,299.676069,5.18%,15.54,5.20%,15.54
19.01.19 14:00,0.04299,42.99,43,-0.02%,-0.01,0.02%,0.01,0.237503,237.503,238.59322,0.46%,1.09,0.50%,1.09
19.01.19 15:00,0.027,27,27,0.00%,0,0.00%,0,0.140397,140.397,142.50346,1.48%,2.11,1.50%,2.11
19.01.19 16:00,0.008001,8.001,8,0.01%,0,0.01%,0,0.048105,48.105,35.960953,-33.77%,-12.14,33.80%,12.14
19.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
19.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
20.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
20.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
20.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
20.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
20.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
20.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
20.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
20.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
20.01.19 08:00,0.003,3,3,0.00%,0,0.00%,0,0.025206,25.206,17.219891,-46.38%,-7.99,46.40%,7.99
20.01.19 09:00,0.02,20,20,0.00%,0,0.00%,0,0.123233,123.233,124.413387,0.95%,1.18,0.90%,1.18
20.01.19 10:00,0.034009,34.009,34,0.03%,0.01,0.03%,0.01,0.205583,205.583,218.739042,6.01%,13.16,6.00%,13.16
20.01.19 11:00,0.046991,46.991,47,-0.02%,-0.01,0.02%,0.01,0.289953,289.953,289.350615,-0.21%,-0.6,0.20%,0.6
